ticker,fqtr,quarter,ann_time_iq,call_time_iq,CAR,Surprise_EPS_iq,TariffSent_mean_call_iq,TariffMentions_iq,TariffSent_fwd_iq,size,bm,momentum_12_2,ivol,after_hours,qa_share,sector,eps_actual,TariffSent_shareNeg,tariff_sentences
MSFT,2024_Q2,2024_Q2,2024-01-30,2024-01-30 17:30:00,-0.011136281605854174,-0.003288363666819334,0.11724701523780823,2,0.0,0.009889995927396351,,0.25278207430580824,0.009889995927396351,1,,Technology,13.62,0.5,"['We do not undertake any duty to update any forward-looking statement.', ""And we've also announced launching significant updates this calendar year to many of our most durable franchises, which brings in millions of players each month, including Call of Duty, Elder Scrolls Online, and Starfield.""]"
MSFT,2024_Q1,2024_Q1,2023-10-24,2023-10-24 14:30:00,0.04126342369252356,-0.004099487261203116,0.07464361190795898,2,0.0,0.011872934383018688,,0.12385809236503409,0.011872934383018688,0,,Technology,13.62,0.5,"[""And we're looking forward to one of our strongest first party holiday lineups ever, including new titles like Call of Duty, Modern Warfare 3, and Forza Motorsport."", 'We do not undertake any duty to update any forward-looking statement.']"
AAPL,2025_Q3,2025_Q3,2025-07-31,2025-07-31 17:00:00,-0.002156728759849666,-0.00828492404329777,0.4144977331161499,19,0.04463623836636543,0.013593715697867137,,-0.11834442808899337,0.013593715697867137,1,,Technology,6.58,0.10526315789473684,"[""These statements involve risks and uncertainties that may cause actual results or trends to differ materially from our forecast, including risks related to the potential impact to the company's business and results of operations from macroeconomic conditions, tariffs and other measures, and legal and regulatory proceedings."", 'Finally, the situation around tariffs is evolving, so let me provide some color there.', 'For the June quarter, we incurred approximately $800 million of tariff-related costs.', 'For the September quarter, assuming the current global tariff rates policies and applications do not change for the balance of the quarter and no new tariffs are added, we estimate the impact to add about $1.1 billion to our costs.', 'This estimate should not be used to make projections for future quarters, as there are many factors that could change, including tariff rates.']"
AAPL,2025_Q2,2025_Q2,2025-05-01,2025-05-01 17:00:00,-0.059544930218486294,-0.008161103970913585,0.4202815890312195,22,0.6400587558746338,0.0319996067798518,,-0.04091553821602256,0.0319996067798518,1,,Technology,6.58,0.18181818181818182,"[""Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of tariffs and other trade measures and macroeconomic conditions on the company's business and results of operations."", 'Now let me walk you through the impacts of tariffs in the March quarter and give you some color on what we expect for the June quarter.', 'For the March quarter, we had a limited impact from tariffs as we were able to optimize our supply chain and inventory.', 'For the June quarter, currently we are not able to precisely estimate the impact of tariffs as we are uncertain of potential future actions prior to the end of the quarter.', 'However, for some color, Assuming the current global tariff rates, policies, and applications do not change for the balance of the quarter and no new tariffs are added, we estimate the impact to add $900 million to our costs.']"
AAPL,2025_Q1,2025_Q1,2025-01-30,2025-01-30 17:00:00,-0.01665303471134965,-0.00725326411112948,0.10060113668441772,6,0.011787129566073418,0.01376424153801211,,0.08308338711304764,0.01376424153801211,1,,Technology,6.58,0.16666666666666666,"['As the dollar is strengthened significantly, we expect foreign exchange to be a headwind and to have a negative impact on revenue of about 2.5 percentage points on a year-over-year basis.', ""in-country, and so that really means that we're going to be both a use for the domestic market and an export market."", ""But we think that's going to be offset by, you know, favorable costs and the relative mix of services."", ""And then, you know, that's going to be, as we talked about, we're going to have a foreign exchange headwind heading into the March quarter."", 'How do you guys see the potential tariff impact to your product for consumer demand under Trump 2.0 you guys did find under Trump 1.0?']"
AAPL,2024_Q4,2024_Q4,2024-10-31,2024-10-31 17:00:00,-0.01965991346533613,-0.007553461274457651,0.71233069896698,2,0.0,0.012657212705176049,,0.23502168860445694,0.012657212705176049,1,,Technology,6.58,0.0,"['And then as a follow-up, maybe this is a little premature, but how is Apple at a high level prepared to potentially deal with any tariffs that might come post the selection cycle?', 'So can you maybe just help us understand your view of component prices and broadly whether you still see those as tailwinds to gross margins and how sustainable that tailwind might be or whether that should become a headwind as we look forward?']"
AAPL,2024_Q3,2024_Q3,2024-08-01,2024-08-01 17:00:00,0.028446562739583,-0.007835299138967182,0.23451006412506104,5,-0.06182911992073059,0.016014650621234437,,0.1780209531486876,0.016014650621234437,1,,Technology,6.58,0.2,"['When we think about that, is the incremental headwinds, I mean, there was FX headwinds throughout the last several years, so XFX.', 'Are there other incremental headwinds that are either temporary or structural in nature that are perhaps limiting further upside to what are obviously very strong gross margins?', 'We expect foreign exchange to continue to be a headwind, to have a negative impact on revenue of about one and a half percentage points on a year-over-year basis.', 'The other factor that obviously has an impact, a significant impact, is the state of the commodity markets.', 'We expect foreign exchange to have a minimal impact sequentially, although a more significant impact on a year-over-year basis.']"
AAPL,2024_Q2,2024_Q2,2024-05-02,2024-05-02 17:00:00,0.06416797493691924,-0.010291927197346949,0.34072694182395935,5,0.0,0.013485256609441583,,-0.01795058858377918,0.013485256609441583,1,,Technology,6.58,0.2,"['In other cases, we share them with our suppliers and partners.', 'Yes, I mean, during the last quarter, commodity costs and in general component costs have behaved favorably to us.', 'In some other cases, our suppliers make the investment.', ""And then, Luca, maybe to just follow up on Wamsi's comments or question, you know, there's a broad concern about the headwind that rising commodity costs have on your product gross margins."", 'And wondering if you could just clarify for us, if we take a step back and look at all of the components and commodities that go into your products kind of collectively, are you seeing these costs rising?']"
AAPL,2024_Q1,2024_Q1,2024-02-01,2024-02-01 17:00:00,-0.013427355192137103,-0.0094612080745479,0.1861644983291626,9,0.009543804451823235,0.011610964975083194,,0.029500960426790623,0.011610964975083194,1,,Technology,6.58,0.1111111111111111,"[""For an exchange, we'll continue to be a headwind, and we expect a negative year-over-year impact of five percentage points."", 'The first was foreign exchange headwinds, which had a nearly 800 basis point impact.', ""Assuming we get the CHIP Act passed and there's a whole bunch of manufacturing that happens in U.S. and other territories that are potentially somewhat more expensive than the ones you might be in now, has the company done any studies to gauge the elasticity of demand relative to small price increases in your products?"", 'The year-over-year decline was driven by significant FX headwinds and a challenging macroeconomic environment.', 'Of course, foreign exchange is an issue right now.']"
AMZN,2025_Q2,2025_Q2,2025-07-31,2025-07-31 17:00:00,0.02070564414609398,0.0017811373024524068,0.66182541847229,11,0.7035544514656067,0.01601423403268387,,-0.015020162299897777,0.01601423403268387,1,,Consumer Cyclical,6.56,0.0,"['Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions, tariff and trade policies, and customer demand and spending.', 'There continues to be a lot of noise about the impact that tariffs will have on retail prices and consumption.', 'Where will tariffs finally settle, especially China?', 'What happens when we deplete the inventory we forward bought or that our selling partners forward deployed in advance of the tariffs going into effect?', ""We're also closely monitoring the macroeconomic environment, including the impact of tariffs.""]"
AMZN,2025_Q1,2025_Q1,2025-05-01,2025-05-01 17:00:00,7.166483650222419e-05,0.002223186227474107,0.5243531465530396,16,0.1342574656009674,0.029460069156937642,,-0.03905419094417051,0.029460069156937642,1,,Consumer Cyclical,6.56,0.125,"['Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global, economic, and geopolitical conditions, tariff and trade policies, and customer demand and spending, including the impact of recessionary fears, Inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies, and the various factors detailed in our filings with the SEC.', ""I thought I'd share a few thoughts on the prospect of heightened tariffs on our stores business."", 'Obviously, none of us knows exactly where tariffs will settle or when.', ""To some extent, we've seen some heightened buying in certain categories that may indicate stocking up in advance of any potential tariff impact."", 'Again, this could change depending on where tariffs settle.']"
AMZN,2024_Q4,2024_Q4,2025-02-06,2025-02-06 17:00:00,-0.020484236138284834,0.0017360376134935812,-0.3502574563026428,5,-0.36772069334983826,0.016622678412931368,,0.43063375067867193,0.016622678412931368,1,,Consumer Cyclical,6.56,0.8,"['Given the way the dollar strengthened throughout the quarter, we saw $700 million more of foreign exchange headwind than we anticipated a guidance.', 'Without that headwind, revenue would have been 11% year-over-year and exceeded the top end of our guidance.', 'Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions, and customer demand and spending, including the impact of recessionary fears, inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies.', ""Overall, we've reduced our global cost to serve on a per-unit basis for the second year in a row, while at the same time increasing speed, improving safety, and adding selection."", ""This equates to an approximate $900 million headwind from FX in the quarter, which is about $700 million higher than what we'd anticipated in our Q4 guidance range.""]"
AMZN,2024_Q3,2024_Q3,2024-10-31,2024-10-31 17:00:00,0.048436771613282185,0.002127328434021309,-0.9116520881652832,2,0.0,0.016115882645320715,,0.0010202844947513334,0.016115882645320715,1,,Consumer Cyclical,6.56,1.0,"['an increase of 19.1% year-over-year, excluding the impact of foreign exchange.', ""First, we continue to believe there are more gains on top of what we've captured thus far in outbound regionalization and getting more items closer to end consumers.""]"
AMZN,2024_Q2,2024_Q2,2024-08-01,2024-08-01 17:30:00,-0.05356179107155691,0.0021927479375785067,-0.3499581813812256,6,-0.04699806869029999,0.013928411581673749,,0.07135795320318539,0.013928411581673749,1,,Consumer Cyclical,6.56,0.8333333333333334,"['an 11% increase year over year, excluding the impact of foreign exchange.', ""This equates to a $1 billion headwind from foreign exchange in the quarter, which is about $300 million higher than we'd anticipated in our Q2 guidance range."", 'This increase is primarily driven by our established countries as we improve our cost structure with better inventory placement and more consolidated shipments.', 'including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions and customer demand and spending, including the impact of recessionary fears, inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies, and the various factors detailed in our filings with the SEC.', ""So you're seeing the impact of a number of cost reductions that we've made and efficiencies we've driven in the business.""]"
AMZN,2024_Q1,2024_Q1,2024-04-30,2024-04-30 17:30:00,0.017361746257615975,0.0022656939919785076,0.7924171090126038,3,0.0,0.014636218636387161,,0.2773722627737254,0.014636218636387161,1,,Consumer Cyclical,6.56,0.0,"['So as our business has grown, It turns out to be pretty hard work to actually import items from overseas, get them through customs and through the border, and then ship them from that point to various facilities.', 'We have a service that allows them to get items through the border and through customs.', ""We have a service that allows them to ship from customs to various facilities, whether they're our own or their separate ones.""]"
META,2025_Q2,2025_Q2,2025-07-30,2025-07-30 17:00:00,0.10890107136882045,0.0032307506528189674,0.10658082365989685,1,0.10658082365989685,0.017386637118610646,,0.013630137943256848,0.017386637118610646,1,,Communication Services,27.56,0.0,"['And then the other component of infra-cost growth next year would come from higher operating expenses, including energy costs, leases, maintenance, and operational expenses that are associated with maintaining that fleet.']"
META,2025_Q1,2025_Q1,2025-04-30,2025-04-30 14:00:00,0.022203107713185392,0.004082074436554322,-0.013861164450645447,4,-0.3708432912826538,0.032885201558588886,,-0.031094055532034037,0.032885201558588886,0,,Communication Services,27.56,0.5,"['Specifically, we have seen some reduced spend in the U.S. from Asia-based e-commerce exporters, which we believe is in anticipation of the de minimis exemption going away on May 2nd.', 'The higher costs we expect to incur for infrastructure hardware this year really comes from suppliers who source from countries around the world.', 'So Both the supply and demand are quite fluid.', ""And that's partially offset by higher expected infrastructure costs related to our increased CapEx outlook, as well as higher expected Reality Labs cost of goods sold.""]"
META,2024_Q4,2024_Q4,2025-01-29,2025-01-29 17:00:00,0.014599318249959923,0.003359303604680434,-0.14505703747272491,3,-0.3715018928050995,0.018224060507487094,,0.3615172415744883,0.018224060507487094,1,,Communication Services,27.56,0.6666666666666666,"['And I can take the second question on pricing growth.', 'And that will have the sort of effect of benefiting pricing overall.', 'In terms of the specific line items, cost of revenue increased 15% driven mostly by higher infrastructure costs.']"
META,2024_Q3,2024_Q3,2024-10-30,2024-10-30 17:00:00,-0.016165968189372534,0.003821308769852766,-0.9397821426391602,1,0.0,0.014357979003089381,,0.34249382134120143,0.014357979003089381,1,,Communication Services,27.56,1.0,"['In terms of the specific line items, cost of revenue increased 19%, driven primarily by higher infrastructure costs.']"
META,2024_Q2,2024_Q2,2024-07-31,2024-07-31 17:00:00,0.07346416275082986,0.004899218467545411,-0.9399484395980835,1,0.0,0.020216086589472895,,0.20524275255585467,0.020216086589472895,1,,Communication Services,27.56,1.0,"['In terms of the specific line items, Cost of revenue increased 23%, driven primarily by higher infrastructure and Reality Labs inventory costs.']"
META,2024_Q1,2024_Q1,2024-04-24,2024-04-24 17:00:00,-0.10799763604850339,0.004578758403974041,0.0,0,0.0,0.032153586522615824,,0.7132774246014857,0.032153586522615824,1,,Communication Services,27.56,0.0,[]
AVGO,2025_Q3,2025_Q3,2025-09-04,2025-09-04 17:00:00,,-0.007552850006186962,0.0,0,0.0,0.018423889236463833,,0.5785232822814403,0.018423889236463833,1,,Technology,3.89,0.0,[]
AVGO,2025_Q2,2025_Q2,2025-06-05,2025-06-05 17:00:00,-0.06920453137432721,-0.008768509295535023,0.5168371796607971,1,0.0,0.038719877961694855,,0.4561080977061256,0.038719877961694855,1,,Technology,3.89,0.0,"['Rules are changing quite dramatically as bilateral trade agreements continue to be negotiated in a very, very dynamic environment.']"
AVGO,2025_Q1,2025_Q1,2025-03-07,2025-03-07 04:00:00,0.07302374187590163,-0.012795817156809348,0.48931074142456055,3,0.0,0.05239995541121059,,0.4315718221289855,0.05239995541121059,0,,Technology,3.89,0.0,"['It seems from the news headlines about tariffs and about deep seek that there may be some disruptions.', ""I mean, there's the threat, the noise of tariffs, especially on chips, that hasn't materialized yet."", ""As far as you mentioning tariffs is concerned, I think that's too early for us to figure out where to all land.""]"
AVGO,2024_Q4,2024_Q4,2024-12-12,2024-12-12 17:00:00,0.18573169914631085,-0.012567476493081969,0.0,0,0.0,0.022966559653967086,,0.047985870321442636,0.022966559653967086,1,,Technology,3.89,0.0,[]
AVGO,2024_Q3,2024_Q3,2024-09-05,2024-09-05 17:00:00,-0.06359453541881477,-0.014987895602164075,-0.8320989012718201,1,0.0,0.039107823602995986,,0.17640234102874075,0.039107823602995986,1,,Technology,3.89,1.0,"['But I would likely say, obviously, as the transition occurs, we have a good tailwind.']"
AVGO,2024_Q2,2024_Q2,2024-06-12,2024-06-12 17:00:00,0.1250143396607241,-0.015860516016860185,0.0,0,0.0,0.023285205622011466,,0.3635774618104797,0.023285205622011466,1,,Technology,3.89,0.0,[]
AVGO,2024_Q1,2024_Q1,2024-03-07,2024-03-07 17:00:00,-0.036395117222741816,-0.017238058870693285,0.0,0,0.0,0.02449691135469908,,0.6572539585263664,0.02449691135469908,1,,Technology,3.89,0.0,[]
TSLA,2025_Q2,2025_Q2,2025-07-23,2025-07-23 17:30:00,-0.09842064686414664,-0.004637018060055613,-0.4270115792751312,9,-0.4732196629047394,0.036516392144279805,,-0.19355935394321644,0.036516392144279805,1,,Consumer Cyclical,1.7,0.5555555555555556,"['Energy is growing really well despite headwinds from tariffs and various supply chain challenges.', 'This helped in improving margin sequentially as well, along with improved mix and higher fixed cost absorption, despite an increase in cost from tariffs.', 'We started seeing the impact of tariffs in our P&L.', 'Sequentially, the cost of tariffs increased around $300 million with approximately two-thirds of that impact in automotive and rest in energy.', 'While we are doing our best to manage these impacts, we are in an unpredictable environment on the tariff front.']"
TSLA,2025_Q1,2025_Q1,2025-04-22,2025-04-22 17:30:00,-0.033234073239738704,-0.0067692307692307704,0.38282468914985657,24,0.1705065220594406,0.05577955708368796,,0.11383106959508194,0.05577955708368796,1,,Consumer Cyclical,1.7,0.16666666666666666,"['And so we are, I think, the least affected car company with respect to tariffs, at least in most respects.', 'Now, tariffs are still Yeah, tough on a company when margins are still low.', ""And undoubtedly, I'm going to get a lot of questions about tariffs, and I just want to emphasize that the tariff decision is entirely up to the president of the United States."", ""I've been on the record many times saying that I believe Lower tariffs are generally a good idea for prosperity, but this decision is fundamentally up to the elected representative of the people being the president of the United States."", ""So, you know, I'll continue to advocate for lower tariffs rather than higher tariffs, but that's all I can do.""]"
TSLA,2024_Q4,2024_Q4,2025-01-29,2025-01-29 17:30:00,-0.006830580514726962,-0.0038684719891651834,0.47554612159729004,2,0.5377527475357056,0.04363325997207858,,0.7942451582052772,0.04363325997207858,1,,Consumer Cyclical,1.7,0.0,"['Therefore, the imposition of tariffs, which is very likely, and any reciprocity will have an impact on our business and profitability.', ""There's a lot of uncertainty around tariffs.""]"
TSLA,2024_Q3,2024_Q3,2024-10-23,2024-10-23 17:30:00,0.18573169914631085,-0.00706519241811028,-0.24505731463432312,2,0.0,0.034224715573588936,,0.25543543948506864,0.034224715573588936,1,,Consumer Cyclical,1.7,0.5,"['Increase in our overall production and delivery volume, continued benefit from commodity pricing, and more localized deliveries in region, which resulted in lower freight and duties.', 'So when you consider the fully landed, the cost of a battery pack fully landed in the U.S. net of incentives and duties, the 4680 is tracking to be the most competitive, meaning lower cost per kilowatt hour fully considered than any other alternative.']"
TSLA,2024_Q2,2024_Q2,2024-07-23,2024-07-23 17:30:00,-0.1031096180347863,-0.006123017111187379,0.5550128221511841,4,0.0,0.037435768141417,,0.18548815239435879,0.037435768141417,1,,Consumer Cyclical,1.7,0.0,"['Additionally, as we get into the second half of the year, it is important to note that we are still ramping Cybertruck and Model 3 and are also getting impacted by varying amounts of tariffs on both raw materials and finished goods.', ""Trump has said that you'll put heavy tariffs on vehicles produced in Mexico."", 'Maybe you can just give us a sense of how the strategy changes, if at all, given the implementation of tariffs in Europe, also to what extent your import of batteries from China into the U.S., how that might change given the tariffs?', 'Yeah, I think I covered some part of it in my opening remarks, but just to give you a little bit more, just on the tariff side, the European authorities did sample certain other OEMs in the first round to establish the tariffs for cars being imported from China into Europe.']"
TSLA,2024_Q1,2024_Q1,2024-04-23,2024-04-23 17:30:00,0.12131514271357481,-0.010841252846991356,-0.027478396892547607,2,0.0,0.0284190092948187,,-0.3188965543596681,0.0284190092948187,1,,Consumer Cyclical,1.7,0.5,"[""So we're seeing much more competitive prices for sales from suppliers dramatically more competitive than in the past."", ""So we're basically inserting ourselves in the upstream supply chain by doing that.""]"
GOOG,2025_Q2,2025_Q2,2025-07-23,2025-07-23 16:30:00,-0.0017996158545641912,0.0022924015957544136,0.0,0,0.0,0.017796238968596438,,-0.03818706000320515,0.017796238968596438,1,,Communication Services,9.39,0.0,[]
GOOG,2025_Q1,2025_Q1,2025-04-24,2025-04-24 16:30:00,0.008944077735851593,0.0027956035603521655,0.25321415066719055,4,0.09943687915802002,0.02556530999848522,,-0.030856077108940116,0.02556530999848522,1,,Communication Services,9.39,0.25,"['So think about that kind of as a headwind that we have to manage against.', ""So while we're trying to offset as much of the headwind associated with the increase in infrastructure costs, it will become more difficult."", ""I mean, we're obviously not immune to the macro environment, but we wouldn't want to speculate about potential impacts beyond noting that the changes to the de minimis exemption will obviously cause a slight headwind to our ads business in 2025, primarily from APEC-based retailers and maybe to zoom out I would say we have a lot of experience in managing through uncertain times and we focus on helping our customers by providing deep insights into changing consumer behavior that is relevant to their business."", ""So it is in that line item that's impacting costs of sales.""]"
GOOG,2024_Q4,2024_Q4,2025-02-04,2025-02-04 16:30:00,-0.05749836719903344,0.002178370360521697,0.5743141174316406,3,-0.007801768369972706,0.019787392682068573,,0.2952995236851963,0.019787392682068573,1,,Communication Services,9.39,0.3333333333333333,"['Any numbers you could put around that headwind?', 'The first is the impact of foreign exchange rates.', 'At the current spot rates, we expect a larger headwind to our revenues from the strengthening of the US dollar relative to key currencies in Q1 versus Q4 2024.']"
GOOG,2024_Q3,2024_Q3,2024-10-29,2024-10-29 16:30:00,0.04766192607088839,0.002625197373404269,0.0,0,0.0,0.013115874542084393,,0.03617976912966481,0.013115874542084393,1,,Communication Services,9.39,0.0,[]
GOOG,2024_Q2,2024_Q2,2024-07-23,2024-07-23 16:30:00,-0.023652788131451243,0.0024134576538192396,-0.9314562678337097,1,0.0,0.01785892924461099,,0.22254039726897967,0.01785892924461099,1,,Communication Services,9.39,1.0,"['Other cost of revenues was $22.1 billion, up 14%, with the increase driven primarily by content acquisition costs, followed by depreciation, as well as the impact of the Canadian Digital Services Tax, which was applied retroactively.']"
GOOG,2024_Q1,2024_Q1,2024-04-25,2024-04-25 16:30:00,0.0729955283048783,0.0027499131945355124,-0.03779561445116997,2,-0.016767000779509544,0.018208149290110474,,0.27998382505663666,0.018208149290110474,1,,Communication Services,9.39,1.0,"['You know, I made this point in opening comments, but we are very cognizant of the increasing headwind we have from higher depreciation and expenses associated with the higher CapEx.', 'Second, at current spot rates, we expect a larger headwind from foreign exchange in Q2 versus Q1.']"
JPM,2025_Q2,2025_Q2,2025-07-15,2025-07-15 08:30:00,-0.010575044088143503,0.009560096582263955,0.5630789399147034,8,0.0,0.011601437110516808,,0.1480245001195446,0.011601437110516808,0,,Financial Services,19.5,0.0,"[""This almost sounds like a FinTech and AI call, but maybe just switching gears, I think, Jamie, your comments in the press release give us a sense, like when we think about middle market businesses in the U.S., what's the state of play there when we think about interest rates, tariffs, consumer spending slowing?"", 'And on the point of tariffs, I guess, obviously, you recall the slide that we did on Investor Day kind of highlighting that different sectors are going to have different experiences as a function of their margins, their sensitivity to input costs, their amount of pricing power, their amount of leverage, and where the rules actually land.', ""And I'm wondering as we think about sentiment and what this means for the second half, is it, you know, did activity levels pick up because it felt like we were taking extreme outcomes from tariff policy off the table?"", ""I also think when it comes to tariffs, you know, I think the initial liberation date is now there's more, you know, talk."", 'I just wanted to ask about any pressure from commercial and corporate customers to try to offset the tariff impact.']"
JPM,2025_Q1,2025_Q1,2025-04-11,2025-04-11 08:30:00,0.021237119374624847,0.01221124832236514,0.6892961263656616,1,0.0,0.02364736938282939,,0.0746425028241382,0.02364736938282939,0,,Financial Services,19.5,0.0,"[""But lots of cross-currents, like if we anchor to the fact that you have a administration that's taking place, going to take office with a focus on domestic capex, even if we don't get any rates cuts, when you look through your customer base, where do you see areas of vulnerability, be it because of tariffs, be it because of just lack of any additional relief from the Fed?""]"
JPM,2024_Q4,2024_Q4,2025-01-15,2025-01-15 08:30:00,0.01009551096894707,0.011275625051974164,0.6945080161094666,1,0.0,0.0190136093629598,,0.2153905604986297,0.0190136093629598,0,,Financial Services,19.5,0.0,"[""But lots of cross-currents, like if we anchor to the fact that you have an administration that's taking place, going to take office with a focus on domestic capex, even if we don't get any rates cuts, when you look through your customer base, where do you see areas of vulnerability, be it because of tariffs, be it because of just lack of any additional relief from the Fed?""]"
