ticker,fqtr,ann_date,conference_date,eps_actual,eps_surprise,TariffSent_mean,TariffSent_shareNeg,TariffMentions,ForwardTone,tariff_sentences,CAR,size,momentum,after_hours,sector,quarter
MSFT,2024_Q4,2024-07-30,2024-07-30 17:30:00,13.51,-0.003405961142267149,0.9070619344711304,0.0,2,0.9066623449325562,"[""actual results could materially differ because of factors discussed in today's earnings press release in the comments made during this conference call and in the risk factors section of our form 10k forms 10q and other reports and filings with the securities and exchange commission we do not undertake any duty to update any forward-looking statement and with that i'll turn the call over to satya Thank you, Brett."", '18 of them, such as Call of Duty, Black Ops 6, will be available on Game Pass.']",-0.031867587086647844,0.012296954823140253,0.06762510268818844,1,Technology,2024_Q4
MSFT,2024_Q3,2024-04-25,2024-04-25 17:30:00,13.51,-0.003559496174964627,-0.2927672564983368,0.6666666666666666,3,-0.8850194811820984,"['We do not undertake any duty to update any forward-looking statement.', ""We were also encouraged by ongoing success of Call of Duty's Modern Warfare 3, which is attracting new gamers and retaining franchise loyalists."", 'Results were ahead of expectations, primarily driven by call of duty.']",-0.013748974686284783,0.013046840258858768,0.2146065561498658,1,Technology,2024_Q3
MSFT,2024_Q2,2024-01-30,2024-01-30 17:30:00,13.51,-0.0035603338627892105,0.11724770069122314,0.5,2,0.0,"['We do not undertake any duty to update any forward-looking statement.', ""And we've also announced launching significant updates this calendar year to many of our most durable franchises, which brings in millions of players each month, including Call of Duty, Elder Scrolls Online, and Starfield.""]",-0.011136281605854174,0.009889995927396353,0.25278207430580824,1,Technology,2024_Q2
MSFT,2024_Q1,2023-10-24,2023-10-24 14:30:00,13.51,-0.004438542181084473,0.07464396953582764,0.5,2,0.0,"['We do not undertake any duty to update any forward-looking statement.', ""And we're looking forward to one of our strongest first party holiday lineups ever, including new titles like Call of Duty, Modern Warfare 3, and Forza Motorsport.""]",0.04126342369252356,0.01187293438301869,0.12385809236503409,0,Technology,2024_Q1
AAPL,2025_Q3,2025-07-31,2025-07-31 17:00:00,6.59,-0.00823703430894345,0.41449809074401855,0.10526315789473684,19,0.044638026505708694,"[""These statements involve risks and uncertainties that may cause actual results or trends to differ materially from our forecast, including risks related to the potential impact to the company's business and results of operations from macroeconomic conditions, tariffs and other measures, and legal and regulatory proceedings."", 'Finally, the situation around tariffs is evolving, so let me provide some color there.', 'For the June quarter, we incurred approximately $800 million of tariff-related costs.', 'For the September quarter, assuming the current global tariff rates policies and applications do not change for the balance of the quarter and no new tariffs are added, we estimate the impact to add about $1.1 billion to our costs.', 'This estimate should not be used to make projections for future quarters, as there are many factors that could change, including tariff rates.']",-0.002156728759849665,0.01359371569786714,-0.11834442808899337,1,Technology,2025_Q3
AAPL,2025_Q2,2025-05-01,2025-05-01 17:00:00,6.59,-0.008113929959521022,0.4202824831008911,0.18181818181818182,22,0.6400593519210815,"[""Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of tariffs and other trade measures and macroeconomic conditions on the company's business and results of operations."", 'Now let me walk you through the impacts of tariffs in the March quarter and give you some color on what we expect for the June quarter.', 'For the March quarter, we had a limited impact from tariffs as we were able to optimize our supply chain and inventory.', 'For the June quarter, currently we are not able to precisely estimate the impact of tariffs as we are uncertain of potential future actions prior to the end of the quarter.', 'However, for some color, Assuming the current global tariff rates, policies, and applications do not change for the balance of the quarter and no new tariffs are added, we estimate the impact to add $900 million to our costs.']",-0.059544930218486294,0.0319996067798518,-0.04091553821602256,1,Technology,2025_Q2
AAPL,2025_Q1,2025-01-30,2025-01-30 17:00:00,6.59,-0.007211338190326572,0.10060149431228638,0.16666666666666666,6,0.011787114664912224,"['As the dollar is strengthened significantly, we expect foreign exchange to be a headwind and to have a negative impact on revenue of about 2.5 percentage points on a year-over-year basis.', ""in-country, and so that really means that we're going to be both a use for the domestic market and an export market."", ""We do think there's going to be some FX headwinds, which we talked about, that's going to affect, you know, our revenue growth as well."", ""And then, you know, that's going to be, as we talked about, we're going to have a foreign exchange headwind heading into the March quarter."", ""But we think that's going to be offset by, you know, favorable costs and the relative mix of services.""]",-0.01665303471134965,0.01376424153801211,0.08308338711304764,1,Technology,2025_Q1
AAPL,2024_Q4,2024-10-31,2024-10-31 17:00:00,6.59,-0.0075097991482732385,0.71233069896698,0.0,2,0.0,"['So can you maybe just help us understand your view of component prices and broadly whether you still see those as tailwinds to gross margins and how sustainable that tailwind might be or whether that should become a headwind as we look forward?', 'And then as a follow-up, maybe this is a little premature, but how is Apple at a high level prepared to potentially deal with any tariffs that might come post the selection cycle?']",-0.019659913465336132,0.01265721270517605,0.23502168860445694,1,Technology,2024_Q4
AAPL,2024_Q3,2024-08-01,2024-08-01 17:00:00,6.59,-0.007790008392499165,0.23451046645641327,0.2,5,-0.061828095465898514,"['The other factor that obviously has an impact, a significant impact, is the state of the commodity markets.', 'We expect foreign exchange to have a minimal impact sequentially, although a more significant impact on a year-over-year basis.', 'When we think about that, is the incremental headwinds, I mean, there was FX headwinds throughout the last several years, so XFX.', 'Are there other incremental headwinds that are either temporary or structural in nature that are perhaps limiting further upside to what are obviously very strong gross margins?', 'We expect foreign exchange to continue to be a headwind, to have a negative impact on revenue of about one and a half percentage points on a year-over-year basis.']",0.028446562739582994,0.016014650621234437,0.1780209531486876,1,Technology,2024_Q3
AAPL,2024_Q2,2024-05-02,2024-05-02 17:00:00,6.59,-0.010232436288691766,0.34072715044021606,0.2,5,0.0,"['In some other cases, our suppliers make the investment.', 'In other cases, we share them with our suppliers and partners.', 'Yes, I mean, during the last quarter, commodity costs and in general component costs have behaved favorably to us.', ""And then, Luca, maybe to just follow up on Wamsi's comments or question, you know, there's a broad concern about the headwind that rising commodity costs have on your product gross margins."", 'And wondering if you could just clarify for us, if we take a step back and look at all of the components and commodities that go into your products kind of collectively, are you seeing these costs rising?']",0.06416797493691925,0.013485256609441588,-0.01795058858377918,1,Technology,2024_Q2
AAPL,2024_Q1,2024-02-01,2024-02-01 17:00:00,6.59,-0.0094065197954968,0.1861645132303238,0.1111111111111111,9,0.009543806314468384,"['The first was foreign exchange headwinds, which had a nearly 800 basis point impact.', 'Of course, foreign exchange is an issue right now.', ""And that's despite the headwinds that we've talked about."", ""Assuming we get the CHIP Act passed and there's a whole bunch of manufacturing that happens in U.S. and other territories that are potentially somewhat more expensive than the ones you might be in now, has the company done any studies to gauge the elasticity of demand relative to small price increases in your products?"", 'And third, we faced significant foreign exchange headwinds.']",-0.013427355192137103,0.011610964975083194,0.029500960426790623,1,Technology,2024_Q1
AMZN,2025_Q2,2025-07-31,2025-07-31 17:00:00,6.55,0.001737694929221861,0.6618253588676453,0.0,11,0.7035544514656067,"['Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions, tariff and trade policies, and customer demand and spending.', 'There continues to be a lot of noise about the impact that tariffs will have on retail prices and consumption.', 'Where will tariffs finally settle, especially China?', 'What happens when we deplete the inventory we forward bought or that our selling partners forward deployed in advance of the tariffs going into effect?', ""We're also closely monitoring the macroeconomic environment, including the impact of tariffs.""]",0.02070564414609398,0.01601423403268387,-0.015020162299897777,1,Consumer Cyclical,2025_Q2
AMZN,2025_Q1,2025-05-01,2025-05-01 17:00:00,6.55,0.0021689621731454715,0.5243533849716187,0.125,16,0.13425832986831665,"['Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global, economic, and geopolitical conditions, tariff and trade policies, and customer demand and spending, including the impact of recessionary fears, Inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies, and the various factors detailed in our filings with the SEC.', ""I thought I'd share a few thoughts on the prospect of heightened tariffs on our stores business."", 'Obviously, none of us knows exactly where tariffs will settle or when.', ""To some extent, we've seen some heightened buying in certain categories that may indicate stocking up in advance of any potential tariff impact."", 'Again, this could change depending on where tariffs settle.']",7.166483650222419e-05,0.029460069156937642,-0.03905419094417051,1,Consumer Cyclical,2025_Q1
AMZN,2024_Q4,2025-02-06,2025-02-06 17:00:00,6.55,0.0016936952326766653,-0.3502572178840637,0.8,5,-0.3677201569080353,"['Our results are inherently unpredictable and may be materially affected by many factors, including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions, and customer demand and spending, including the impact of recessionary fears, inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies.', 'Given the way the dollar strengthened throughout the quarter, we saw $700 million more of foreign exchange headwind than we anticipated a guidance.', 'Without that headwind, revenue would have been 11% year-over-year and exceeded the top end of our guidance.', ""Overall, we've reduced our global cost to serve on a per-unit basis for the second year in a row, while at the same time increasing speed, improving safety, and adding selection."", ""This equates to an approximate $900 million headwind from FX in the quarter, which is about $700 million higher than what we'd anticipated in our Q4 guidance range.""]",-0.02048423613828483,0.016622678412931368,0.43063375067867193,1,Consumer Cyclical,2024_Q4
AMZN,2024_Q3,2024-10-31,2024-10-31 17:00:00,6.55,0.0020754423746549367,-0.9116520881652832,1.0,2,0.0,"[""First, we continue to believe there are more gains on top of what we've captured thus far in outbound regionalization and getting more items closer to end consumers."", 'an increase of 19.1% year-over-year, excluding the impact of foreign exchange.']",0.04843677161328219,0.01611588264532071,0.0010202844947513334,1,Consumer Cyclical,2024_Q3
AMZN,2024_Q2,2024-08-01,2024-08-01 17:30:00,6.55,0.0021392662805643976,-0.3499579429626465,0.8333333333333334,6,-0.04699806869029999,"['including fluctuations in foreign exchange rates, changes in global economic and geopolitical conditions and customer demand and spending, including the impact of recessionary fears, inflation, interest rates, regional labor market constraints, world events, the rate of growth of the internet, online commerce, cloud services, and new and emerging technologies, and the various factors detailed in our filings with the SEC.', 'an 11% increase year over year, excluding the impact of foreign exchange.', ""This equates to a $1 billion headwind from foreign exchange in the quarter, which is about $300 million higher than we'd anticipated in our Q2 guidance range."", 'This increase is primarily driven by our established countries as we improve our cost structure with better inventory placement and more consolidated shipments.', ""So you're seeing the impact of a number of cost reductions that we've made and efficiencies we've driven in the business.""]",-0.05356179107155693,0.01392841158167375,0.07135795320318539,1,Consumer Cyclical,2024_Q2
AMZN,2024_Q1,2024-04-30,2024-04-30 17:30:00,6.55,0.002210433162905862,0.7924172878265381,0.0,3,0.0,"['So as our business has grown, It turns out to be pretty hard work to actually import items from overseas, get them through customs and through the border, and then ship them from that point to various facilities.', 'We have a service that allows them to get items through the border and through customs.', ""We have a service that allows them to ship from customs to various facilities, whether they're our own or their separate ones.""]",0.017361746257615985,0.014636218636387161,0.2773722627737254,1,Consumer Cyclical,2024_Q1
META,2025_Q2,2025-07-30,2025-07-30 17:00:00,27.55,0.00321645529594809,0.10658137500286102,0.0,1,0.10658137500286102,"['And then the other component of infra-cost growth next year would come from higher operating expenses, including energy costs, leases, maintenance, and operational expenses that are associated with maintaining that fleet.']",0.10890107136882045,0.017386637118610652,0.013630137943256848,1,Communication Services,2025_Q2
META,2025_Q1,2025-04-30,2025-04-30 14:00:00,27.55,0.004064012160286386,-0.013861417770385742,0.5,4,-0.37084323167800903,"[""And that's partially offset by higher expected infrastructure costs related to our increased CapEx outlook, as well as higher expected Reality Labs cost of goods sold."", 'Specifically, we have seen some reduced spend in the U.S. from Asia-based e-commerce exporters, which we believe is in anticipation of the de minimis exemption going away on May 2nd.', 'The higher costs we expect to incur for infrastructure hardware this year really comes from suppliers who source from countries around the world.', 'So Both the supply and demand are quite fluid.']",0.022203107713185392,0.032885201558588886,-0.031094055532034037,0,Communication Services,2025_Q1
META,2024_Q4,2025-01-29,2025-01-29 17:00:00,27.55,0.0033444388225985864,-0.14505644142627716,0.6666666666666666,3,-0.3715001344680786,"['And that will have the sort of effect of benefiting pricing overall.', 'In terms of the specific line items, cost of revenue increased 15% driven mostly by higher infrastructure costs.', 'And I can take the second question on pricing growth.']",0.014599318249959923,0.018224060507487098,0.3615172415744883,1,Communication Services,2024_Q4
META,2024_Q3,2024-10-30,2024-10-30 17:00:00,27.55,0.0038044003239684652,-0.9397821426391602,1.0,1,0.0,"['In terms of the specific line items, cost of revenue increased 19%, driven primarily by higher infrastructure costs.']",-0.01616596818937254,0.014357979003089381,0.34249382134120143,1,Communication Services,2024_Q3
META,2024_Q2,2024-07-31,2024-07-31 17:00:00,27.55,0.004877540509724418,-0.939948558807373,1.0,1,0.0,"['In terms of the specific line items, Cost of revenue increased 23%, driven primarily by higher infrastructure and Reality Labs inventory costs.']",0.07346416275082986,0.0202160865894729,0.20524275255585467,1,Communication Services,2024_Q2
META,2024_Q1,2024-04-24,2024-04-24 17:00:00,27.55,0.004558498411036106,0.0,0.0,0,0.0,[],-0.10799763604850339,0.032153586522615824,0.7132774246014857,1,Communication Services,2024_Q1
AVGO,2025_Q3,2025-09-04,2025-09-04 17:00:00,3.9,-0.007519723471072107,0.0,0.0,0,0.0,[],,0.018423889236463833,0.5785232822814403,1,Technology,2025_Q3
AVGO,2025_Q2,2025-06-05,2025-06-05 17:00:00,3.9,-0.0087300509214318,0.5168387293815613,0.0,1,0.0,"['Rules are changing quite dramatically as bilateral trade agreements continue to be negotiated in a very, very dynamic environment.']",-0.06920453137432721,0.038719877961694855,0.4561080977061256,1,Technology,2025_Q2
AVGO,2025_Q1,2025-03-07,2025-03-07 04:00:00,3.9,-0.012739695151735625,0.4893106520175934,0.0,3,0.0,"['It seems from the news headlines about tariffs and about deep seek that there may be some disruptions.', ""I mean, there's the threat, the noise of tariffs, especially on chips, that hasn't materialized yet."", ""As far as you mentioning tariffs is concerned, I think that's too early for us to figure out where to all land.""]",0.07302374187590162,0.0523999554112106,0.4315718221289855,0,Technology,2025_Q1
AVGO,2024_Q4,2024-12-12,2024-12-12 17:00:00,3.9,-0.012512357034527029,0.0,0.0,0,0.0,[],0.24719885006832512,0.022966559653967086,0.047985870321442636,1,Technology,2024_Q4
AVGO,2024_Q3,2024-09-05,2024-09-05 17:00:00,3.9,-0.014922157721165657,-0.8320986032485962,1.0,1,0.0,"['But I would likely say, obviously, as the transition occurs, we have a good tailwind.']",-0.06359453541881477,0.03910782360299598,0.17640234102874075,1,Technology,2024_Q3
AVGO,2024_Q2,2024-06-12,2024-06-12 17:00:00,3.9,-0.015790952350119573,0.0,0.0,0,0.0,[],0.1250143396607241,0.023285205622011466,0.3635774618104797,1,Technology,2024_Q2
AVGO,2024_Q1,2024-03-07,2024-03-07 17:00:00,3.9,-0.01716245136938662,0.0,0.0,0,0.0,[],-0.036395117222741816,0.024496911354699082,0.6572539585263664,1,Technology,2024_Q1
TSLA,2025_Q2,2025-07-23,2025-07-23 17:30:00,1.7,-0.004637018060055613,-0.42701131105422974,0.5555555555555556,9,-0.47321924567222595,"['Energy is growing really well despite headwinds from tariffs and various supply chain challenges.', 'This helped in improving margin sequentially as well, along with improved mix and higher fixed cost absorption, despite an increase in cost from tariffs.', 'We started seeing the impact of tariffs in our P&L.', 'Sequentially, the cost of tariffs increased around $300 million with approximately two-thirds of that impact in automotive and rest in energy.', 'While we are doing our best to manage these impacts, we are in an unpredictable environment on the tariff front.']",-0.09842064686414664,0.036516392144279805,-0.19355935394321644,1,Consumer Cyclical,2025_Q2
TSLA,2025_Q1,2025-04-22,2025-04-22 17:30:00,1.7,-0.0067692307692307704,0.38282498717308044,0.16666666666666666,24,0.17050690948963165,"['And so we are, I think, the least affected car company with respect to tariffs, at least in most respects.', 'Now, tariffs are still Yeah, tough on a company when margins are still low.', ""And undoubtedly, I'm going to get a lot of questions about tariffs, and I just want to emphasize that the tariff decision is entirely up to the president of the United States."", ""I've been on the record many times saying that I believe Lower tariffs are generally a good idea for prosperity, but this decision is fundamentally up to the elected representative of the people being the president of the United States."", ""So, you know, I'll continue to advocate for lower tariffs rather than higher tariffs, but that's all I can do.""]",-0.033234073239738725,0.05577955708368797,0.11383106959508194,1,Consumer Cyclical,2025_Q1
TSLA,2024_Q4,2025-01-29,2025-01-29 17:30:00,1.7,-0.0038684719891651834,0.4755460023880005,0.0,2,0.5377530455589294,"['Therefore, the imposition of tariffs, which is very likely, and any reciprocity will have an impact on our business and profitability.', ""There's a lot of uncertainty around tariffs.""]",-0.00683058051472696,0.04363325997207859,0.7942451582052772,1,Consumer Cyclical,2024_Q4
TSLA,2024_Q3,2024-10-23,2024-10-23 17:30:00,1.7,-0.00706519241811028,-0.2450573742389679,0.5,2,0.0,"['So when you consider the fully landed, the cost of a battery pack fully landed in the U.S. net of incentives and duties, the 4680 is tracking to be the most competitive, meaning lower cost per kilowatt hour fully considered than any other alternative.', 'Increase in our overall production and delivery volume, continued benefit from commodity pricing, and more localized deliveries in region, which resulted in lower freight and duties.']",0.21420187596780815,0.03422471557358894,0.25543543948506864,1,Consumer Cyclical,2024_Q3
TSLA,2024_Q2,2024-07-23,2024-07-23 17:30:00,1.7,-0.006123017111187379,0.5550128817558289,0.0,4,0.0,"['Additionally, as we get into the second half of the year, it is important to note that we are still ramping Cybertruck and Model 3 and are also getting impacted by varying amounts of tariffs on both raw materials and finished goods.', ""Trump has said that you'll put heavy tariffs on vehicles produced in Mexico."", 'Maybe you can just give us a sense of how the strategy changes, if at all, given the implementation of tariffs in Europe, also to what extent your import of batteries from China into the U.S., how that might change given the tariffs?', 'Yeah, I think I covered some part of it in my opening remarks, but just to give you a little bit more, just on the tariff side, the European authorities did sample certain other OEMs in the first round to establish the tariffs for cars being imported from China into Europe.']",-0.1031096180347863,0.037435768141417,0.18548815239435879,1,Consumer Cyclical,2024_Q2
TSLA,2024_Q1,2024-04-23,2024-04-23 17:30:00,1.7,-0.010841252846991356,-0.027478307485580444,0.5,2,0.0,"[""So we're seeing much more competitive prices for sales from suppliers dramatically more competitive than in the past."", ""So we're basically inserting ourselves in the upstream supply chain by doing that.""]",0.12131514271357481,0.0284190092948187,-0.3188965543596681,1,Consumer Cyclical,2024_Q1
GOOG,2025_Q2,2025-07-23,2025-07-23 16:30:00,9.38,0.0022403015594872687,0.0,0.0,0,0.0,[],-0.0017996158545641877,0.01779623896859644,-0.03818706000320515,1,Communication Services,2025_Q2
GOOG,2025_Q1,2025-04-24,2025-04-24 16:30:00,9.38,0.0027320671157987086,0.25321438908576965,0.25,4,0.09943763166666031,"['So think about that kind of as a headwind that we have to manage against.', ""I mean, we're obviously not immune to the macro environment, but we wouldn't want to speculate about potential impacts beyond noting that the changes to the de minimis exemption will obviously cause a slight headwind to our ads business in 2025, primarily from APEC-based retailers and maybe to zoom out I would say we have a lot of experience in managing through uncertain times and we focus on helping our customers by providing deep insights into changing consumer behavior that is relevant to their business."", ""So while we're trying to offset as much of the headwind associated with the increase in infrastructure costs, it will become more difficult."", ""So it is in that line item that's impacting costs of sales.""]",0.008944077735851593,0.02556530999848522,-0.030856077108940116,1,Communication Services,2025_Q1
GOOG,2024_Q4,2025-02-04,2025-02-04 16:30:00,9.38,0.0021288617824147,0.5743141174316406,0.3333333333333333,3,-0.007801767438650131,"['Any numbers you could put around that headwind?', 'The first is the impact of foreign exchange rates.', 'At the current spot rates, we expect a larger headwind to our revenues from the strengthening of the US dollar relative to key currencies in Q1 versus Q4 2024.']",-0.05749836719903344,0.019787392682068573,0.2952995236851963,1,Communication Services,2024_Q4
GOOG,2024_Q3,2024-10-29,2024-10-29 16:30:00,9.38,0.002565534030300653,0.0,0.0,0,0.0,[],0.04766192607088839,0.013115874542084389,0.03617976912966481,1,Communication Services,2024_Q3
GOOG,2024_Q2,2024-07-23,2024-07-23 16:30:00,9.38,0.0023586065409121793,-0.9314562678337097,1.0,1,0.0,"['Other cost of revenues was $22.1 billion, up 14%, with the increase driven primarily by content acquisition costs, followed by depreciation, as well as the impact of the Canadian Digital Services Tax, which was applied retroactively.']",-0.023652788131451243,0.017858929244610994,0.22254039726897967,1,Communication Services,2024_Q2
GOOG,2024_Q1,2024-04-25,2024-04-25 16:30:00,9.38,0.0026874149111032115,-0.03779568150639534,1.0,2,-0.016766933724284172,"['Second, at current spot rates, we expect a larger headwind from foreign exchange in Q2 versus Q1.', 'You know, I made this point in opening comments, but we are very cognizant of the increasing headwind we have from higher depreciation and expenses associated with the higher CapEx.']",0.0729955283048783,0.018208149290110477,0.27998382505663666,1,Communication Services,2024_Q1
JPM,2025_Q2,2025-07-15,2025-07-15 08:30:00,19.51,0.00959473461335912,0.563078761100769,0.0,8,0.0,"[""This almost sounds like a FinTech and AI call, but maybe just switching gears, I think, Jamie, your comments in the press release give us a sense, like when we think about middle market businesses in the U.S., what's the state of play there when we think about interest rates, tariffs, consumer spending slowing?"", 'And on the point of tariffs, I guess, obviously, you recall the slide that we did on Investor Day kind of highlighting that different sectors are going to have different experiences as a function of their margins, their sensitivity to input costs, their amount of pricing power, their amount of leverage, and where the rules actually land.', ""And I'm wondering as we think about sentiment and what this means for the second half, is it, you know, did activity levels pick up because it felt like we were taking extreme outcomes from tariff policy off the table?"", ""I also think when it comes to tariffs, you know, I think the initial liberation date is now there's more, you know, talk."", 'I just wanted to ask about any pressure from commercial and corporate customers to try to offset the tariff impact.']",-0.010575044088143505,0.011601437110516808,0.1480245001195446,0,Financial Services,2025_Q2
JPM,2025_Q1,2025-04-11,2025-04-11 08:30:00,19.51,0.01225549197570705,0.6892962455749512,0.0,1,0.0,"[""But lots of cross-currents, like if we anchor to the fact that you have a administration that's taking place, going to take office with a focus on domestic capex, even if we don't get any rates cuts, when you look through your customer base, where do you see areas of vulnerability, be it because of tariffs, be it because of just lack of any additional relief from the Fed?""]",0.02123711937462485,0.02364736938282939,0.0746425028241382,0,Financial Services,2025_Q1
JPM,2024_Q4,2025-01-15,2025-01-15 08:30:00,19.51,0.011316478765930598,0.6945078372955322,0.0,1,0.0,"[""But lots of cross-currents, like if we anchor to the fact that you have an administration that's taking place, going to take office with a focus on domestic capex, even if we don't get any rates cuts, when you look through your customer base, where do you see areas of vulnerability, be it because of tariffs, be it because of just lack of any additional relief from the Fed?""]",0.01009551096894707,0.019013609362959805,0.2153905604986297,0,Financial Services,2024_Q4
JPM,2024_Q3,2024-10-11,2024-10-11 08:30:00,19.51,0.013225673385869422,0.33898019790649414,0.0,7,0.4496041536331177,"['And one of the potential reasons for that is one of the potential tailwinds, one of the potential reasons for that is is the potential end of duty.', 'And so annualization as an additional headwind.', ""That's how you kind of assemble a tailwind from, you know, normalized deposit margin and balanced growth in consumer."", 'We now see it as neutral, and they could potentially become a tailwind, you know, later in the year.', 'So, as we sit here right now, you know, of course, we make pricing decisions in the context of market competition at any given moment.']",0.03870562451595707,0.015677342966354365,0.23032699618466723,0,Financial Services,2024_Q3
JPM,2024_Q2,2024-07-12,2024-07-12 08:30:00,19.51,0.013652458491679098,0.02035795897245407,0.0,3,0.021450918167829514,"['So, yeah, one source of headwinds is normalization of the NII, primarily as a result of expected higher deposit costs.', 'But on balance net across all those various effects, we still think that there are net headwinds to deposit balances.', 'So we do continue to expect that migration to happen, and therefore, that will be a source of headwinds.']",-0.016813890892529323,0.012176763924118568,0.2261322077085428,0,Financial Services,2024_Q2
JPM,2024_Q1,2024-04-12,2024-04-12 08:30:00,19.51,0.01457246153324994,0.7373828291893005,0.0,3,0.0,"['And I do think that, you know, having rates off the lower zero bound and a sort of more normal dynamic in global rates, you know, that not only affects the rates business, but affects the foreign exchange business.', 'That affects the global economy and therefore the U.S. and therefore our corporate customers, etc., etc.', 'And specifically, how is global wholesale payments going?']",-0.056183083762854594,0.012181123879862877,0.2499321485741346,0,Financial Services,2024_Q1
